header.invoiceNumber,header.type,header.issued,header.dueDate,header.reference,header.customerNumber,header.currency,header.note,recipient.name,recipient.contactName,recipient.addressLine1,recipient.addressLine2,recipient.city,recipient.postcode,recipient.countryCode,recipient.email,recipient.taxes[0].number,recipient.taxes[0].type,recipient.taxes[1].number,recipient.taxes[1].type,recipient.bankInfo.bankName,recipient.bankInfo.bic,recipient.bankInfo.iban,issuer.name,issuer.contactName,issuer.addressLine1,issuer.addressLine2,issuer.city,issuer.postcode,issuer.countryCode,issuer.email,issuer.taxes[0].number,issuer.taxes[0].type,issuer.bankInfo.bankName,issuer.bankInfo.bic,issuer.bankInfo.iban,items[0].name,items[0].quantity,items[0].unit,items[0].unitPrice,items[0].taxPercent,items[1].name,items[1].quantity,items[1].unit,items[1].unitPrice,items[1].taxPercent
"Invoice number","Document type (supported types: rechnung, gutschriftsanzeige, angebot,bestellung, proformarechnung, teilrechnung, korrigierte rechnung, konsolidierte rechnung, vorauszahlungsrechnung, invoice, credit note, offer, order, proforma invoice, partial invoice, corrected invoice, consolidated invoice, prepayment invoice)","Date with format yyyyMMdd","Date with format yyyyMMdd","Payment reference","Optional customer number (if exists)","Currency code (e.g. EUR, USD, CHF, GBP)","Optional note","Recipient name","Recipient contact person","Address line 1","Address line 2","City name",Postcode,"Country code e.g. DE, UK, US, CH, FR, SE","Recipient email address","Tax number (this and next value are indexed, [0] in this case. It means that you can put multiple tax definitions)","Check: https://github.com/wololock/konik/tree/master/src/main/resources/csv/reference_codes.csv","Tax number for second tax definition","Check https://github.com/wololock/konik/tree/master/src/main/resources/csv/reference_codes.csv for available codes","Recipient's bank name (if present)","Recipient's bank BIC","Recipient's bank account IBAN","Issuer name","Issuer contact person","Address line 1","Address line 2","City name",Postcode,"Country code (e.g. DE, UK, US, CH, FR, SE)","Issuer's e-mail address","Same as recipient.taxes[0].number","Same as recipient.taxes[0].type","Same as recipient.bankInfo.bankName","Same as recipient.bankInfo.bic","Same as recipient.bankInfo.iban","First item name (this and following items[0].xxx values are indexed ones, you can define multiple items thanks to this)","Quantity (decimal number)","Check https://github.com/wololock/konik/tree/master/src/main/resources/csv/unit_codes.csv for available codes","Unit price (decimal number)","Tax percent (decimal number)","Same as items[0].name","Same as items[0].quantity","Same as items[0].unit","Same as items[0].unitPrice","Same as items[0].taxPercent"
